Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/2023,2464.0,19520315.0,71305547.0,0
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,12/26/2019,3154.0,835213852.0,71482445.0,0
Do I Wanna Know?,AM,Arctic Monkeys,1/1/2013,1837.0,457550865.0,71629637.0,0
For Tonight,For Tonight,Giveon,9/24/2021,3848.0,68379159.0,71844871.0,0
Exchange,T R A P S O U L,Bryson Tiller,10/2/2015,2857.0,713521813.0,71925380.0,1
Who's Laughing Now,Who's Laughing Now,Ava Max,7/30/2020,4522.0,242536989.0,72001415.0,0
WY@,WY@,Brent Faiyaz,9/19/2023,2609.0,14737929.0,72141490.0,1
La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,6/10/2013,2250.0,2809354638.0,72165422.0,0
Cuaderno,Climaxxx,Dalex,5/10/2019,3511.0,618739499.0,72178937.0,1
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/24/2019,836.0,606135388.0,72297780.0,1
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,10/14/2022,3708.0,137834966.0,72517463.0,0
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/2022,3690.0,77159004.0,72804876.0,1
Limbo,Prestige,Daddy Yankee,1/1/2012,3400.0,1529347092.0,73318392.0,0
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,3549.0,48837884.0,73323706.0,1
all-american bitch,GUTS,Olivia Rodrigo,9/8/2023,3041.0,33144121.0,73409116.0,1
Amor a Primera Vista,Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,6/14/2019,2644.0,888138257.0,73588039.0,0
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,6/16/2022,1044.0,236850911.0,74013480.0,0
Volando (Remix),Volando (Remix),Mora,7/8/2021,1052.0,560364244.0,74137126.0,1
Jugnu,Jugnu,Badshah,10/26/2021,3847.0,402093763.0,74566411.0,0
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,5/22/2020,1569.0,160730418.0,74601136.0,1
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10/6/2017,2584.0,697287853.0,74609105.0,0
Whiskey Glasses,The Way I Talk,Morgan Wallen,7/29/2016,2712.0,429423484.0,74890093.0,0
Renegades,Renegades,X Ambassadors,3/17/2015,4445.0,492974141.0,74904030.0,0
ýýýý ýýýýýýýýýý,ýýýý ýýýýýýýýýý,ANNA ASTI,6/3/2022,2922.0,375871120.0,74908911.0,0
Rake It Up,Rake It Up,Yo Gotti,6/23/2017,3924.0,347981506.0,75103695.0,1
drunk text,drunk text,Henry Moodie,1/27/2023,2961.0,116840454.0,75170850.0,0
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,12/2/2022,4223.0,9185128.0,75363545.0,0
Playing Games,Playing Games,Summer Walker,8/23/2019,3737.0,200783046.0,75387907.0,1
Aye (feat. Travis Scott),Pink Tape,Lil Uzi Vert,6/30/2023,3204.0,4645872.0,75770759.0,1
CAN'T SAY,ASTROWORLD,Travis Scott,8/3/2018,4323.0,183455907.0,75889595.0,1
Hit Different,Hit Different,SZA,9/4/2020,4097.0,234785367.0,76024269.0,1
To. X,To. X - The 5th Mini Album,TAEYEON,11/27/2023,3086.0,80614524.0,76236081.0,0
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/2023,3882.0,9538075.0,76251071.0,0
Vete,Vete,Bad Bunny,11/21/2019,1702.0,600051690.0,76307093.0,1
My Head & My Heart,Heaven & Hell,Ava Max,9/18/2020,1413.0,312305062.0,76367154.0,0
Wish You The Best,Wish You The Best,Lewis Capaldi,4/14/2023,701.0,99697837.0,76397270.0,0
Mockingbird,Encore (Deluxe),Eminem,11/12/2004,3983.0,244059770.0,76886329.0,1
I Won't Give Up,Chï¿½ï¿½rie Summer ,Jason Mraz,1/1/2012,3925.0,21096118.0,77268402.0,0
X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2/3/2023,1887.0,80668854.0,77308719.0,1
Watch The World Burn,Watch The World Burn,Falling In Reverse,1/31/2023,2029.0,105245546.0,77626486.0,1
Desde Esa Noche,Desde Esa Noche,Thalia,1/29/2016,3845.0,1326260675.0,77792182.0,0
Mesafe,Mesafe,Semicenk,9/1/2023,2470.0,112511884.0,77807288.0,0
Location,Location,Khalid,5/24/2016,760.0,815137609.0,77860109.0,0
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,761.0,795828166.0,78005488.0,1
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,3560.0,1599246274.0,78337323.0,0
"Bitch, Donï¿½ï¿½ï¿½t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,4037.0,459189834.0,78341646.0,1
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,3826.0,136014507.0,78468779.0,1
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,3/3/2021,1362.0,313682727.0,79067338.0,0
La Romana,X 100PRE,Bad Bunny,12/23/2018,4191.0,428412819.0,79348588.0,1
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,1319.0,303897464.0,79349687.0,1
Robarte un Beso,Robarte un Beso,Carlos Vives,7/28/2017,1361.0,1852547490.0,79388652.0,0
Las Morras,Las Morras,Peso Pluma,4/4/2023,2004.0,148812952.0,79415641.0,1
LOU LOU,LOU LOU - Single,Gabito Ballesteros,10/21/2023,1926.0,49878848.0,79422764.0,1
Enough,Enough,charlieonnafriday,8/5/2022,3062.0,45629160.0,79443024.0,0
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,144.0,9134225.0,79796400.0,0
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,5/18/2023,2274.0,18349123.0,79827003.0,0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,3561.0,50025071.0,79947183.0,0
PARANOIA,PARANOIA,HEARTSTEEL,10/23/2023,3601.0,50406342.0,80073768.0,0
ýýýýýý,ýýýýýý - Single,YOASOBI,10/1/2022,4265.0,180515322.0,80078422.0,0
El Tsurito,El Tsurito,Junior H,4/7/2023,1741.0,185512305.0,80538339.0,1
EASY,EASY,LE SSERAFIM,2/19/2024,455.0,139498636.0,80625682.0,0
Low Down,My Turn (Deluxe),Lil Baby,2/28/2020,3191.0,54454355.0,80675570.0,1
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,9/28/2023,1254.0,144081808.0,80775271.0,0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,8/27/2021,3805.0,74993454.0,80999687.0,1
Otro Trago,Sueï¿½ï,Sech,4/18/2019,1172.0,1315371330.0,81046643.0,1
Youngblood,Youngblood,5 Seconds of Summer,4/12/2018,811.0,792369989.0,81167209.0,0
ICU,ICU,Coco Jones,10/21/2022,1881.0,70625059.0,81185287.0,0
Runnin,SAVAGE MODE II,21 Savage,10/2/2020,1556.0,155865473.0,81321613.0,1
T-Shirt,T-Shirt,Migos,1/13/2017,4420.0,411585032.0,81330455.0,1
Vampiro,Vampiro,Matuï¿,3/29/2022,3527.0,207570990.0,81406851.0,0
Bailando - English Version,S** AND LOVE,Enrique Iglesias,1/1/2014,1289.0,3559338569.0,81433215.0,1
Tï¿½ï¿½moignage (L,Tï¿½ï¿½moignage (Live) - Si,Eunice Manyanga,11/28/2022,4067.0,22163251.0,81729317.0,0
Your Love (9PM),Your Love (9PM),ATB,1/15/2021,976.0,118729044.0,81735548.0,0
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2/16/2017,2205.0,308045364.0,81779367.0,0
Piensan,Piensan,Myke Towers,9/13/2019,4059.0,439612099.0,81826396.0,1
GTA.mp3,GTA.mp3,Emilia,9/7/2023,3429.0,55495034.0,81845600.0,0
MEMORIAS,Microdosis,Mora,4/1/2022,2527.0,143505182.0,82205989.0,0
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,5/17/2013,4413.0,830977726.0,82939552.0,0
Take Care,Take Care (Deluxe),Drake,11/15/2011,3431.0,454602464.0,82945578.0,1
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,2810.0,96711789.0,82984646.0,0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,3505.0,320288878.0,83669477.0,1
Ateï¿½ï¿½e Dï¿½ï,Ateï¿½ï¿½e Dï¿½ï,Mert Demir,9/22/2023,984.0,198114786.0,84398578.0,0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,6/8/2018,3673.0,761391767.0,84607917.0,0
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,6/2/2017,2265.0,575220523.0,84632348.0,0
HAY LUPITA,HAY LUPITA - Single,Lomiiel,3/28/2024,1187.0,51510163.0,84927420.0,0
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/2022,1464.0,53569545.0,85005540.0,1
Sunshine,Sunshine,OneRepublic,11/10/2021,3898.0,21063557.0,85043400.0,0
Soy Peor,Soy Peor,Bad Bunny,12/8/2016,1672.0,1585447114.0,85135882.0,1
Cabaï¿½,Cabaï¿½,El Jordan 23,6/24/2023,1646.0,153398992.0,85169761.0,1
You Should Probably Leave,Starting Over,Chris Stapleton,11/13/2020,1566.0,116140773.0,85185999.0,0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,3299.0,636887969.0,85253285.0,0
Talibans,No Love,Byron Messia,1/20/2023,2371.0,117764650.0,85578368.0,1
Mama,Mama,Jonas Blue,5/5/2017,2509.0,929090173.0,85857976.0,0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,545.0,404363419.0,86145458.0,0
Remember,Club House,Becky Hill,4/23/2021,2529.0,68753113.0,86516663.0,0
Los Collares,Los Collares,Oscar Maydon,9/30/2022,3769.0,150888295.0,86648762.0,0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,3477.0,97450066.0,86649600.0,1
Wild Thoughts,Wild Thoughts,DJ Khaled,6/16/2017,2043.0,27823167.0,86703560.0,1
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý","""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý - Single",Myriam Fares,3/10/2022,4310.0,351810237.0,87012540.0,0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,4/28/2022,3761.0,50640948.0,87012707.0,0
More Than You Know,More Than You Know,Axwell /\ Ingrosso,5/24/2017,3218.0,68221936.0,87048066.0,0
Drankin N Smokin,Pluto x Baby Pluto,Future,11/13/2020,3058.0,118481138.0,87063670.0,1
Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,1/1/2009,4277.0,348950018.0,87179494.0,1
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,3227.0,149345457.0,87387158.0,1
Lisa,Lisa,Young Miko,3/3/2023,2365.0,141919199.0,87467392.0,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,9/1/2023,3818.0,15485803.0,87668727.0,0
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,345.0,8529869.0,87680200.0,0
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,5/8/2020,2909.0,131588669.0,88146717.0,0
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,4/29/2022,2964.0,33342986.0,88167309.0,0
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/2021,3676.0,72494045.0,88185708.0,0
Hep Mi Ben,Hep Mi Ben,Ayaz Erdoï¿½ï,3/16/2022,4447.0,277032840.0,88201634.0,0
Stop Breathing,Whole Lotta Red,Playboi Carti,12/25/2020,4002.0,33772398.0,88268263.0,1
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,3384.0,367082304.0,88351589.0,1
Medusa,Medusa,Jhay Cortez,2/5/2020,4514.0,409564436.0,88814154.0,1
Fast Car,Fast Car,Jonas Blue,12/4/2015,4352.0,154731955.0,88978424.0,0
Good Good,Good Good,USHER,8/4/2023,326.0,83224436.0,89022964.0,1
Here With Me,Here With Me,Marshmello,3/8/2019,3564.0,211922060.0,89270256.0,0
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,3502.0,22151531.0,89324319.0,1
GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,6/12/2020,4146.0,100109974.0,89767528.0,1
Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak,7/6/2021,2206.0,717290683.0,90316836.0,0
Bounce Back,Bounce Back,Big Sean,10/31/2016,4465.0,25097411.0,90486354.0,1
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,407.0,70452629.0,90497430.0,0
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,2231.0,635706453.0,90607937.0,1
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,2797.0,138646834.0,90780465.0,0
Motley Crew,Motley Crew,Post Malone,7/9/2021,2486.0,113586161.0,90781226.0,1
Jackie Chan,Jackie Chan,Tiï¿½ï¿,5/18/2018,2562.0,207699017.0,91008651.0,1
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/2020,3394.0,175882087.0,91057232.0,1
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,1/1/2012,1602.0,1400581749.0,91255671.0,0
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,6/18/2021,1454.0,597413972.0,91298035.0,0
Sun to Me,American Heartbreak,Zach Bryan,5/20/2022,4209.0,23958351.0,91548493.0,0
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,6/23/2022,2871.0,296249830.0,91683933.0,0
Hurricane,Donda,Kanye West,8/29/2021,2549.0,45337894.0,91838300.0,0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,5/7/2020,3294.0,143802247.0,91865926.0,1
Gato de Noche,Gato de Noche,ýýengo Flow,12/22/2022,1547.0,103306657.0,92071601.0,1
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,3/3/2023,2302.0,35281929.0,92174906.0,1
Rhyme Dust,Rhyme Dust,MK,2/24/2023,2843.0,7745796.0,92238960.0,0
The Middle,The Middle,Zedd,1/23/2018,1432.0,377475040.0,92310567.0,0
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,3425.0,52705822.0,92644726.0,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,5/12/2021,3740.0,336327870.0,92652072.0,1
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,1398.0,37510571.0,92737977.0,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,3575.0,46251839.0,93356963.0,1
Lie,Perception,NF,10/6/2017,4195.0,231140951.0,93392003.0,0
Company,Company,Emiway Bantai,1/22/2023,2144.0,279246643.0,93470365.0,0
Bubalu,Bubalu,Becky G,11/6/2018,4236.0,559183696.0,93606502.0,0
Slow Hands,Slow Hands,Niall Horan,5/4/2017,2989.0,304206080.0,93693477.0,0
Off The Grid,Donda,Kanye West,8/29/2021,3118.0,39769157.0,93786735.0,0
Higher Love,Higher Love,Kygo,6/28/2019,1875.0,315848540.0,94552478.0,0
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,6/14/2019,2372.0,325655059.0,94600665.0,0
Wockesha,A Gangstaï¿½ï¿½ï¿½,Moneybagg Yo,4/23/2021,2518.0,168383616.0,94781829.0,1
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,10/20/2022,3822.0,33686131.0,94823161.0,1
2 Balas,2 Balas,Roylimar y Royerlin,3/8/2024,3159.0,41848181.0,94888400.0,0
Never Going Home,Summer 2021,Kungs,4/28/2021,2539.0,87407927.0,94926621.0,0
Chatak Matak,Chatak Matak,Renuka Panwar,12/19/2020,1391.0,1101262266.0,95059447.0,0
Mercury: Retrograde,Hexada,Ghostemane,9/5/2017,4279.0,598853994.0,95172888.0,1
Truth or Dare,TYLA,Tyla,12/1/2023,1480.0,31174494.0,95419062.0,0
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,3538.0,1099999155.0,95570279.0,0
Been Like This,Been Like This,Meghan Trainor,3/14/2024,1903.0,6534998.0,95682600.0,0
El Incomprendido,El Incomprendido,Farruko,9/30/2021,3412.0,114487705.0,95822904.0,1
Morado,Morado,J Balvin,1/9/2020,4553.0,257045287.0,96188508.0,0
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,660.0,71940311.0,96982970.0,1
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,962.0,48443287.0,97061584.0,1
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/2022,3254.0,100812283.0,97281914.0,0
DNA.,DAMN.,Kendrick Lamar,4/14/2017,2184.0,356343325.0,97997064.0,1
Straightenin,Straightenin,Migos,5/14/2021,3968.0,158341543.0,98085095.0,1
Bandit,Bandit - Single,Don Toliver,2/1/2024,490.0,6556571.0,98100600.0,1
Blame,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Calvin Harris,1/1/2014,3103.0,875518093.0,98339758.0,0
Fuga Pa Cali 2,La Clase,Grupo Los de la O,11/12/2021,4182.0,225016104.0,98720581.0,1
295,Moosetape,Sidhu Moose Wala,5/15/2021,2130.0,677472355.0,98802368.0,0
Amanece,Amanece,Anuel AA,12/14/2018,1457.0,979304024.0,98951834.0,0
Mi Cama,Mi Cama,KAROL G,5/11/2018,2881.0,1159610485.0,99044675.0,0
Libaas,Libaas,Kaka,11/19/2020,1889.0,964253382.0,99450429.0,0
No Friends In The Industry,Certified Lover Boy,Drake,9/3/2021,4267.0,45087615.0,99452041.0,1
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,353.0,84066193.0,99492470.0,0
MODERN JAM,UTOPIA,Travis Scott,7/28/2023,3023.0,19688739.0,99508915.0,1
Versace on the Floor,24K Magic,Bruno Mars,11/17/2016,3949.0,733721686.0,99524212.0,0
Ahora Me Llama,Ahora Me Llama,KAROL G,5/26/2017,3208.0,1100136050.0,99920646.0,1
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,902.0,12045.0,100001777.0,0
Antidote,Antidote,Travis Scott,7/28/2015,3053.0,484191598.0,100004969.0,1
Major Distribution,Her Loss,Drake,11/4/2022,2430.0,26734808.0,100007156.0,1
Por las Noches (Remix),Por las Noches (Remix) - Single,Peso Pluma,2/27/2023,4023.0,137242871.0,100106095.0,0
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,7/6/2023,1373.0,280887419.0,100368952.0,0
Gently (feat. Bad Bunny),For All The Dogs,Drake,10/6/2023,2204.0,18057785.0,100624699.0,1
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,319.0,515463883.0,100843174.0,1
In Your Love,In Your Love,Tyler Childers,7/27/2023,3305.0,15451799.0,101213993.0,0
Get You (feat. Kali Uchis),Get You - Single,Daniel Caesar,10/21/2016,2056.0,251585070.0,101238385.0,0
Ella,Corridos Tumbados,Junior H,10/31/2019,4486.0,328021225.0,101301634.0,0
banking on me,DS4EVER (Deluxe),Gunna,1/7/2022,3222.0,68412662.0,101411557.0,1
Margiela,Margiela,Ezhel,10/26/2023,4135.0,33759085.0,101413456.0,1
Quicksand,Quicksand,Morray,10/30/2020,3642.0,290871758.0,101473422.0,1
WANDA,DONDE QUIERO ESTAR,Quevedo,1/20/2023,3184.0,32391738.0,101766021.0,0
Wagon Wheel,True Believers,Darius Rucker,1/1/2013,2477.0,563826762.0,101847028.0,0
Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,2485.0,213028772.0,101980300.0,0
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,1/11/2019,663.0,1029803478.0,102120652.0,0
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,3007.0,290850550.0,102264948.0,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,Jeff Satur,9/23/2022,3811.0,267216988.0,102354732.0,0
Stupid Love,Stupid Love,Lady Gaga,2/28/2020,4524.0,192582605.0,102362534.0,0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/2023,3370.0,59317671.0,102518739.0,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/2023,3756.0,72157125.0,102839961.0,0
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,5/17/2023,1848.0,63500291.0,102841979.0,1
Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,6/15/2018,4443.0,352484517.0,102987831.0,0
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,1105.0,69047745.0,103169265.0,1
The Weekend,Ctrl,SZA,6/9/2017,3896.0,366197654.0,103430758.0,1
I Fall Apart,Stoney (Deluxe),Post Malone,12/9/2016,1683.0,560326863.0,103512905.0,1
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,3/3/2023,1371.0,40534712.0,103569548.0,0
TV,Guitar Songs,Billie Eilish,7/21/2022,1285.0,115201405.0,104843270.0,0
You,You,Regard,4/16/2021,3249.0,63377694.0,105002413.0,1
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,3597.0,109538379.0,105020737.0,0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,3622.0,34142538.0,105037367.0,1
Meridian,Meridian,Dave,8/24/2023,1921.0,56777570.0,106000587.0,1
The Bigger Picture,My Turn (Deluxe),Lil Baby,2/28/2020,3120.0,268797796.0,106366054.0,1
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,2912.0,11099856.0,106882417.0,1
El Amante,El Amante,Nicky Jam,1/1/2017,1870.0,1463687327.0,107045562.0,0
El Cielo,El Cielo - Single,Sky Rompiendo,6/2/2023,1068.0,89166241.0,107126101.0,1
LLYLM,LLYLM,ROSALï¿½,1/27/2023,3513.0,37506561.0,107127704.0,0
Nice For What,Nice For What,Drake,4/6/2018,1544.0,516887687.0,107294147.0,1
FE!N,UTOPIA,Travis Scott,7/28/2023,124.0,125203447.0,107398826.0,1
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,280.0,427625497.0,107781205.0,1
Adan y Eva,Adan y Eva,Paulo Londra,11/5/2018,1383.0,1320370692.0,107834415.0,0
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,1/1/2014,1930.0,1514451986.0,108204850.0,0
Me Gusta,Me Gusta,Shakira,1/13/2020,3991.0,392297415.0,108385612.0,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,218.0,172653099.0,108461504.0,1
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,3467.0,127252829.0,108671025.0,0
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,3283.0,369178947.0,108771380.0,1
Losin Control,Losin Control,Russ,7/28/2016,4354.0,203961378.0,108839324.0,1
Mejor Que Ayer,Mejor Que Ayer - Single,Diego Torres,8/31/2023,1744.0,31452943.0,108989284.0,0
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,932.0,56277759.0,109014578.0,0
Freestyle,Too Hard,Lil Baby,12/1/2017,1735.0,755884858.0,109113917.0,1
A Ella,A Ella,KAROL G,5/5/2017,4456.0,893949453.0,109160109.0,0
I Hope,I Hope,Gabby Barrett,1/25/2019,1714.0,271330319.0,109246978.0,0
Talk,Talk,Yeat,9/2/2022,1229.0,39581789.0,109453452.0,1
Jar of Hearts,jar of hearts,Christina Perri,7/27/2010,3945.0,562197656.0,109689471.0,0
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,5/17/2019,2322.0,174911891.0,109739416.0,0
Chasing That Feeling,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/2023,3089.0,100549018.0,111352056.0,0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,1075.0,425539008.0,111422826.0,1
Magnolia,Playboi Carti,Playboi Carti,4/14/2017,3002.0,282798008.0,111426969.0,1
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,4/25/2019,3695.0,639243342.0,111981041.0,0
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,7/1/2014,1485.0,3024886279.0,112054234.0,0
Uno,Uno,Ambjaay,5/10/2019,4497.0,86561302.0,112331903.0,1
Let It Go,Let It Go,James Bay,1/1/2014,2338.0,580076338.0,112554627.0,0
Burn,Halcyon,Ellie Goulding,1/1/2012,2306.0,1776560692.0,112921980.0,0
Slide,Slide,H.E.R.,9/27/2019,3781.0,268061194.0,112923227.0,1
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,520.0,95799266.0,112935118.0,0
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,240.0,23505530.0,113073762.0,0
Nachts wach,Nachts wach - Single,Miksu / Macloud,7/8/2022,4518.0,2575615.0,113176445.0,1
ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,11/5/2021,4247.0,35120030.0,113665392.0,1
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,1/1/2015,2815.0,995579933.0,113741661.0,0
Shotgun,Staying at Tamara's,George Ezra,3/23/2018,1980.0,473069489.0,114370699.0,0
Sittin' On Top Of The World,Sittin' On Top Of The World - Single,Burna Boy,6/1/2023,2196.0,21737557.0,114732862.0,1
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,685.0,189158687.0,114779266.0,1
